"motusRecvID","recvProjectID","receiverID","recvDeployID","port","antennaType","bearing","magneticBearing","trueBearing","tilt","polBearing","polTilt","heightMeters","filter","cableLengthMeters","cableType","mountDistanceMeters","mountBearing","details","elevationAngle","polarization1","polarization2","deploymentStatus","dongle_type","frequency"
"383","1","SG-5113BBBK0173","681","1","yagi-9-laird","65.0","65.0","51.313793","","","","6.0","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","681","2","yagi-9-laird","250.0","250.0","236.3138","","","","5.8","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","681","3","yagi-9-laird","160.0","160.0","146.3138","","","","5.6","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","3560","1","yagi-9-laird","65.0","65.0","51.41801","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","3560","2","yagi-9-laird","250.0","250.0","236.41801","","","","5.8","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","3560","3","yagi-9-laird","160.0","160.0","146.41801","","","","5.6","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","7722","1","yagi-9-laird","0.0","0.0","349.8035","","","","6.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","7722","2","yagi-9-laird","270.0","270.0","259.8035","","","","5.8","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","7722","3","yagi-9-laird","160.0","160.0","149.8035","","","","5.6","","6.0","RG58","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","8102","1","yagi-9-laird","345.0","345.0","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","8102","2","yagi-9-laird","205.0","205.0","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"383","1","SG-5113BBBK0173","8102","3","yagi-9-laird","100.0","100.0","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"384","1","SG-5113BBBK0324","657","1","yagi-9-laird","0.0","0.0","349.91003","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","657","2","yagi-9-laird","240.0","240.0","229.91003","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","657","3","yagi-9-laird","120.0","120.0","109.910034","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","755","1","yagi-9-laird","345.0","345.0","334.90646","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","755","2","yagi-9-laird","205.0","205.0","194.90645","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","755","3","yagi-9-laird","100.0","100.0","89.906456","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","2029","1","yagi-9-laird","345.0","345.0","334.90308","","","","4.5","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","2029","2","yagi-9-laird","205.0","205.0","194.90308","","","","4.3","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","2029","3","yagi-9-laird","100.0","100.0","89.903076","","","","4.1","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","2107","1","yagi-9-laird","345.0","345.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","2107","2","yagi-9-laird","205.0","205.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","2107","3","yagi-9-laird","100.0","100.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","3732","2","yagi-9-laird","205.0","205.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"384","1","SG-5113BBBK0324","3732","3","yagi-9-laird","100.0","100.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","647","1","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","647","2","yagi-9-laird","240.0","240.0","","","","","5.8","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","647","3","yagi-9-laird","120.0","120.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","764","1","yagi-9-laird","25.0","25.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","764","2","yagi-9-laird","230.0","230.0","","","","","5.8","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","764","3","yagi-9-laird","120.0","120.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","2001","1","yagi-9-laird","15.0","15.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","2001","2","yagi-9-laird","235.0","235.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","2001","3","yagi-9-laird","130.0","130.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","2163","1","yagi-9-laird","15.0","15.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","2163","2","yagi-9-laird","235.0","235.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","2163","3","yagi-9-laird","130.0","130.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","3760","2","yagi-9-laird","235.0","235.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","3760","3","yagi-9-laird","130.0","130.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","3960","2","yagi-9-laird","235.0","235.0","226.23604","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","3960","3","yagi-9-laird","130.0","130.0","121.23603","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","5756","1","yagi-9-laird","25.0","25.0","","","","","","","","","","","","","","","terminated","Funcube Pro","166.38"
"385","1","SG-5113BBBK0333","5756","2","yagi-9-laird","235.0","235.0","226.17801","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","5756","3","yagi-9-laird","130.0","130.0","121.17802","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","5757","1","yagi-9-laird","25.0","25.0","16.164263","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"385","1","SG-5113BBBK0333","5757","2","yagi-9-laird","235.0","235.0","226.16426","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","5757","3","yagi-9-laird","130.0","130.0","121.16426","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"385","1","SG-5113BBBK0333","7358","1","yagi-9-laird","25.0","25.0","16.137602","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"385","1","SG-5113BBBK0333","7358","3","yagi-9-laird","130.0","130.0","121.1376","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","664","1","yagi-9-laird","225.0","225.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","664","3","yagi-9-laird","180.0","180.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","737","1","yagi-9-laird","225.0","225.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","737","2","yagi-9-laird","270.0","270.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","737","3","yagi-9-laird","180.0","180.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","2115","1","yagi-9-laird","270.0","270.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","2115","2","yagi-9-laird","180.0","180.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","2115","3","yagi-9-laird","80.0","80.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","3734","1","yagi-9-laird","270.0","270.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","3734","3","yagi-9-laird","80.0","80.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","4035","1","yagi-9-laird","270.0","270.0","260.3269","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","4035","2","yagi-9-laird","180.0","180.0","170.32692","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","4035","3","yagi-9-laird","80.0","80.0","70.32692","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"386","1","SG-5113BBBK0425","5854","1","yagi-9-laird","320.0","320.0","310.25467","","","","6.0","","","","","","","","","","terminated","Funcube Pro","166.38"
"386","1","SG-5113BBBK0425","5854","2","yagi-9-laird","225.0","225.0","215.25467","","","","5.6","","","","","","","","","","terminated","Funcube Pro","166.38"
"386","1","SG-5113BBBK0425","5854","3","yagi-9-laird","90.0","90.0","80.25467","","","","5.2","","","","","","","","","","terminated","Funcube Pro","166.38"
"387","1","SG-5113BBBK0460","640","1","yagi-9-laird","0.0","0.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","640","2","yagi-9-laird","240.0","240.0","","","","","5.2","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","640","3","yagi-9-laird","120.0","120.0","","","","","5.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","769","1","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","769","2","yagi-9-laird","240.0","240.0","","","","","5.8","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","769","3","yagi-9-laird","120.0","120.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","3694","1","yagi-9-laird","0.0","0.0","","","","","6.0","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","3694","3","yagi-9-laird","120.0","120.0","","","","","5.6","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"387","1","SG-5113BBBK0460","3932","1","yagi-9-laird","0.0","0.0","350.216","","","","6.0","","7.6","","","","","","","","terminated","Funcube Pro Plus","166.38"
"387","1","SG-5113BBBK0460","3932","2","yagi-9-laird","240.0","240.0","230.21602","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"387","1","SG-5113BBBK0460","3932","3","yagi-9-laird","120.0","120.0","110.21602","","","","5.6","","7.6","","","","","","","","terminated","Funcube Pro Plus","166.38"
"387","1","SG-5113BBBK0460","4710","1","yagi-9-laird","90.0","90.0","79.06019","","","","5.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"387","1","SG-5113BBBK0460","4710","2","yagi-9-laird","285.0","285.0","274.06018","","","","4.8","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"387","1","SG-5113BBBK0460","4710","3","yagi-9-laird","190.0","190.0","179.0602","","","","4.6","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"388","1","SG-5113BBBK0752","672","1","yagi-9-laird","70.0","70.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","672","2","yagi-9-laird","295.0","295.0","","","","","5.8","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","672","3","yagi-9-laird","160.0","160.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","2017","1","yagi-9-laird","70.0","70.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","2017","2","yagi-9-laird","295.0","295.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","2017","3","yagi-9-laird","160.0","160.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","2116","1","yagi-9-laird","70.0","70.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","2116","2","yagi-9-laird","295.0","295.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","2116","3","yagi-9-laird","160.0","160.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","3750","1","yagi-9-laird","70.0","70.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","3750","2","yagi-9-laird","295.0","295.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","3970","1","yagi-9-laird","70.0","70.0","60.086845","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","3970","2","yagi-9-laird","295.0","295.0","285.08685","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","3970","3","yagi-9-laird","160.0","160.0","150.08684","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","8590","1","none","60.0","60.0","","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"388","1","SG-5113BBBK0752","8590","2","yagi-9-laird","295.0","295.0","285.0307","","","","5.8","","","","","","","","","","active","Funcube; Unconfirmed","166.38"
"388","1","SG-5113BBBK0752","8590","3","yagi-9-laird","160.0","160.0","150.0307","","","","5.6","","","","","","","","","","active","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","674","1","yagi-9-laird","190.0","190.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","674","2","yagi-9-laird","270.0","270.0","","","","","5.8","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","674","3","yagi-9-laird","90.0","90.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","1122","1","yagi-9-laird","190.0","190.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","1122","2","yagi-9-laird","270.0","270.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","1122","3","yagi-9-laird","90.0","90.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","1995","1","yagi-9-laird","190.0","190.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","1995","2","yagi-9-laird","270.0","270.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","1995","3","yagi-9-laird","90.0","90.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","2117","1","yagi-9-laird","190.0","190.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","2117","2","yagi-9-laird","270.0","270.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","2117","3","yagi-9-laird","90.0","90.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","3758","2","yagi-9-laird","270.0","270.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","3758","3","yagi-9-laird","90.0","90.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","3959","1","yagi-9-laird","190.0","190.0","181.7795","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","3959","2","yagi-9-laird","270.0","270.0","261.7795","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","3959","3","yagi-9-laird","90.0","90.0","81.779495","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"389","1","SG-5113BBBK2024","5829","1","yagi-9-laird","0.0","0.0","348.46436","","","","6.0","","","","","","","","","","active","Funcube Pro","166.38"
"389","1","SG-5113BBBK2024","5829","2","yagi-9-laird","90.0","90.0","78.46437","","","","5.6","","","","","","","","","","active","Funcube Pro","166.38"
"389","1","SG-5113BBBK2024","5829","3","yagi-9-laird","270.0","270.0","258.46436","","","","5.2","","","","","","","","","","active","Funcube Pro Plus","166.38"
"390","1","SG-5113BBBK2495","660","1","yagi-9-laird","0.0","0.0","349.84824","","","","6.0","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","660","2","yagi-9-laird","270.0","270.0","259.84824","","","","5.8","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","660","3","yagi-9-laird","160.0","160.0","149.84824","","","","5.6","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","2025","1","yagi-9-laird","0.0","0.0","349.84436","","","","4.5","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","2025","2","yagi-9-laird","270.0","270.0","259.84436","","","","4.3","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","2025","3","yagi-9-laird","160.0","160.0","149.84436","","","","4.1","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","2118","1","yagi-9-laird","0.0","0.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","2118","2","yagi-9-laird","270.0","270.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","2118","3","yagi-9-laird","160.0","160.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","3756","1","yagi-9-laird","0.0","0.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","3756","3","yagi-9-laird","160.0","160.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"390","1","SG-5113BBBK2495","3991","1","yagi-9-laird","0.0","0.0","349.8281","","","","6.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"390","1","SG-5113BBBK2495","3991","2","yagi-9-laird","270.0","270.0","259.8281","","","","5.8","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"390","1","SG-5113BBBK2495","3991","3","yagi-9-laird","160.0","160.0","149.8281","","","","5.6","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"391","1","SG-5113BBBK2661","667","1","yagi-9-laird","355.0","355.0","345.45294","","","","6.0","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","667","2","yagi-9-laird","270.0","270.0","260.45294","","","","5.8","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","667","3","yagi-9-laird","120.0","120.0","110.45293","","","","5.6","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","750","1","yagi-9-laird","0.0","0.0","350.44812","","","","6.0","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","750","2","yagi-9-laird","280.0","280.0","270.44812","","","","5.8","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","750","3","yagi-9-laird","130.0","130.0","120.44812","","","","5.6","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","2127","1","yagi-9-laird","0.0","0.0","","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","2127","2","yagi-9-laird","280.0","280.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","2127","3","yagi-9-laird","130.0","130.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","3733","2","yagi-9-laird","280.0","280.0","","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","3733","3","yagi-9-laird","130.0","130.0","","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","3983","1","yagi-9-laird","0.0","0.0","350.39835","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","3983","2","yagi-9-laird","280.0","280.0","270.39835","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","3983","3","yagi-9-laird","130.0","130.0","120.398346","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"391","1","SG-5113BBBK2661","7447","2","yagi-9-laird","130.0","130.0","119.716354","","","","5.5","","","","","","","","","","terminated","Funcube Pro","166.38"
"391","1","SG-5113BBBK2661","7447","3","yagi-9-laird","40.0","40.0","29.716356","","","","5.0","","","","","","","","","","terminated","Funcube Pro","166.38"
"391","1","SG-5113BBBK2661","7727","1","yagi-9-laird","270.0","270.0","259.80142","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"391","1","SG-5113BBBK2661","7727","2","yagi-9-laird","180.0","180.0","169.8014","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"391","1","SG-5113BBBK2661","7727","3","yagi-9-laird","90.0","90.0","79.801414","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"392","1","SG-5113BBBK2665","673","1","yagi-9-laird","35.0","35.0","26.668524","","","","6.0","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","673","2","yagi-9-laird","135.0","135.0","126.668526","","","","5.8","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","673","3","yagi-9-laird","265.0","265.0","256.66852","","","","5.6","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","2002","1","yagi-9-laird","35.0","35.0","26.65089","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","2002","2","yagi-9-laird","135.0","135.0","126.65089","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","2002","3","yagi-9-laird","265.0","265.0","256.65088","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","2109","1","yagi-9-laird","35.0","35.0","26.637089","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","2109","2","yagi-9-laird","135.0","135.0","126.63709","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","2109","3","yagi-9-laird","265.0","265.0","256.6371","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","3957","2","yagi-9-laird","135.0","135.0","126.58294","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","3957","3","yagi-9-laird","265.0","265.0","256.58295","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","3958","1","yagi-9-laird","35.0","35.0","26.570002","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","3958","2","yagi-9-laird","135.0","135.0","126.57","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"392","1","SG-5113BBBK2665","3958","3","yagi-9-laird","265.0","265.0","256.57","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","649","1","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","649","2","yagi-9-laird","240.0","240.0","","","","","5.8","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","649","3","yagi-9-laird","120.0","120.0","","","","","5.6","","7.62","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","1993","1","yagi-9-laird","0.0","0.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","1993","2","yagi-9-laird","240.0","240.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","1993","3","yagi-9-laird","120.0","120.0","","","","","","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","2281","1","yagi-9-laird","0.0","0.0","352.25165","","","","6.0","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","2281","2","yagi-9-laird","240.0","240.0","232.25165","","","","5.8","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"393","1","SG-5113BBBK2671","2281","3","yagi-9-laird","120.0","120.0","112.251656","","","","5.6","","","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
"394","1","SG-5113BBBK2672","677","1","yagi-9-laird","35.0","35.0","25.979252","","","","6.0","","7.6","","","","","","","","terminated","Funcube; Unconfirmed","166.38"
