"motusRecvID","recvProjectID","receiverID","recvDeployID","port","antennaType","bearing","magneticBearing","trueBearing","tilt","polBearing","polTilt","heightMeters","filter","cableLengthMeters","cableType","mountDistanceMeters","mountBearing","details","elevationAngle","polarization1","polarization2","deploymentStatus","dongle_type","frequency"
"2608","134","SG-C858RPI2F049","4825","4","custom-9","72.0","72.0","60.95398","","","","7.5","","","","","","","0.0","","","active","Funcube Pro Plus","166.38"
"2610","134","Lotek-D000465","4925","1","yagi-6","0.0","0.0","349.02115","","","","8.6","","","","","","","0.0","","","active","","166.38"
"2610","134","Lotek-D000465","4925","2","yagi-6","272.0","272.0","261.02115","","","","8.8","","","","","","","0.0","","","active","","166.38"
"2610","134","Lotek-D000465","4925","3","yagi-6","100.0","100.0","89.02116","","","","8.9","","","","","","","0.0","","","active","","166.38"
"2610","134","Lotek-D000465","4925","4","yagi-6","180.0","180.0","169.02116","","","","8.5","","","","","","","0.0","","","active","","166.38"
"2613","213","SG-6F3BRPI3EA63","4828","1","yagi-9-laird","350.08997","350.08997","3.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4828","2","yagi-9-laird","283.08997","283.08997","296.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4828","3","yagi-9-laird","225.08995","225.08995","238.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4828","4","yagi-9-laird","169.08995","169.08995","182.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4828","5","omni-whip","","","","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4906","1","yagi-9-laird","350.10287","350.10287","3.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4906","2","yagi-9-laird","283.10287","283.10287","296.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4906","3","yagi-9-laird","225.10287","225.10287","238.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4906","4","yagi-9-laird","169.10287","169.10287","182.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2613","213","SG-6F3BRPI3EA63","4906","5","omni-whip","","","","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","4893","1","yagi-9-laird","347.11554","347.11554","0.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","4893","2","yagi-9-laird","287.11554","287.11554","300.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","4893","3","yagi-9-laird","62.11553","62.11553","75.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","4893","4","omni-whip","","","","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","4893","5","yagi-9-laird","104.11553","104.11553","117.0","","","","10.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","5306","1","yagi-3","289.0","289.0","301.77692","","","","1.5","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","5306","2","yagi-3","152.0","152.0","164.77693","","","","1.5","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","5482","1","yagi-3","322.0","322.0","334.71985","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","5482","2","yagi-3","218.0","218.0","230.71983","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","8182","1","yagi-3","18.0","18.0","30.424387","","","","3.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","8182","2","yagi-3","77.0","77.0","89.424385","","","","1.5","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","8387","1","yagi-3","77.0","77.0","89.36528","","","","1.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2614","213","SG-04EBRPI3F784","8387","2","yagi-3","18.0","18.0","30.36528","","","","3.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2615","183","SG-CDDCRPI38A80","4832","1","yagi-9","250.0","250.0","236.49797","","","","5.0","","","","","","","0.0","0.0","0.0","terminated","Funcube Pro Plus","166.38"
"2615","183","SG-CDDCRPI38A80","4832","2","yagi-9","340.0","340.0","326.498","","","","4.5","","","","","","","0.0","0.0","0.0","terminated","Funcube Pro Plus","166.38"
"2615","183","SG-CDDCRPI38A80","4832","3","yagi-9","70.0","70.0","56.497974","","","","4.0","","","","","","","0.0","0.0","0.0","terminated","Funcube Pro Plus","166.38"
"2615","183","SG-CDDCRPI38A80","4832","4","yagi-9","160.0","160.0","146.49797","","","","3.5","","","","","","","0.0","0.0","0.0","terminated","Funcube Pro Plus","166.38"
"2616","212","SG-F63DRPI39521","4930","1","yagi-9-laird","42.0","42.0","","","","","3.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2616","212","SG-F63DRPI39521","4930","2","yagi-9-laird","222.0","222.0","","","","","2.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2616","212","SG-F63DRPI39521","4930","3","yagi-9-laird","140.0","140.0","","","","","2.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2622","177","SG-646FRPI346DE","4833","1","omni-whip","","","","","","","6.0","","","","","","","0.0","0.0","0.0","terminated","RTL-SDR v3","151.50"
"2624","177","SG-CCD5RPI3EBAE","4834","1","omni-whip","","","","","","","6.0","","","","","","","0.0","","","terminated","RTL-SDR v3","151.50"
"2626","177","SG-ACD6RPI3F452","4836","1","omni-whip","0.0","0.0","1.702417","","","","6.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2626","177","SG-ACD6RPI3F452","5394","1","omni-whip","","","","","","","6.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2627","177","SG-9F89RPI31708","4835","1","omni-whip","0.0","0.0","1.7050452","","","","6.0","","","","","","","","0.0","0.0","terminated","RTL-SDR v3","151.50"
"2628","177","SG-EE70RPI30F38","4837","1","omni-whip","0.0","0.0","1.7042395","","","","6.0","","","","","","","","0.0","0.0","terminated","RTL-SDR v3","151.50"
"2629","212","SG-6EF7RPI3218E","4867","1","yagi-9-laird","152.0","152.0","149.63997","","","","10.5","","","","","","","0.0","","","terminated","Funcube Pro Plus","166.38"
"2629","212","SG-6EF7RPI3218E","4867","2","yagi-9-laird","62.0","62.0","59.63997","","","","10.0","","","","","","","0.0","","","terminated","Funcube Pro Plus","166.38"
"2629","212","SG-6EF7RPI3218E","4867","3","yagi-9-laird","242.0","242.0","239.63997","","","","9.5","","","","","","","0.0","","","terminated","Funcube Pro Plus","166.38"
"2630","212","SG-8FA5RPI3BB47","4917","1","yagi-9-laird","38.0","38.0","","","","","6.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2630","212","SG-8FA5RPI3BB47","4917","2","yagi-9-laird","130.0","130.0","","","","","6.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2630","212","SG-8FA5RPI3BB47","4917","3","yagi-9-laird","222.0","222.0","","","","","5.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2631","212","SG-775BRPI335BE","4868","1","yagi-9-laird","228.0","228.0","","","","","10.5","","","","","","","0.0","","","active","Funcube Pro Plus","166.38"
"2631","212","SG-775BRPI335BE","4868","2","yagi-9-laird","59.0","59.0","","","","","10.0","","","","","","","0.0","","","active","Funcube Pro Plus","166.38"
"2631","212","SG-775BRPI335BE","4868","3","yagi-9-laird","108.0","108.0","","","","","9.5","","","","","","","0.0","","","active","Funcube Pro Plus","166.38"
"2632","212","SG-8E50RPI3FCD1","5002","1","yagi-9-laird","253.0","253.0","250.91457","","","","8.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2632","212","SG-8E50RPI3FCD1","5002","2","yagi-9-laird","65.0","65.0","62.91457","","","","7.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2632","212","SG-8E50RPI3FCD1","5002","3","yagi-9-laird","192.0","192.0","189.91457","","","","7.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2633","212","SG-C7C6RPI3CB5E","4916","1","yagi-9-laird","70.0","70.0","67.82239","","","","10.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2633","212","SG-C7C6RPI3CB5E","4916","2","yagi-9-laird","304.0","304.0","301.8224","","","","9.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2634","212","SG-A1ECRPI3D576","4970","1","yagi-9-laird","110.0","110.0","108.67271","","","","10.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2634","212","SG-A1ECRPI3D576","4970","2","yagi-9-laird","300.0","300.0","298.6727","","","","9.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2634","212","SG-A1ECRPI3D576","4970","3","yagi-9-laird","195.0","195.0","193.67271","","","","9.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2635","212","SG-EA65RPI3C54E","4931","1","yagi-9-laird","72.0","72.0","","","","","7.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2635","212","SG-EA65RPI3C54E","4931","2","yagi-9-laird","246.0","246.0","","","","","6.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2635","212","SG-EA65RPI3C54E","4931","3","yagi-9-laird","359.0","359.0","","","","","6.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2636","212","SG-1A93RPI36374","4914","1","yagi-9-laird","223.0","223.0","220.36452","","","","12.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2636","212","SG-1A93RPI36374","4914","2","yagi-9-laird","0.0","0.0","357.36453","","","","11.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2636","212","SG-1A93RPI36374","4914","3","yagi-9-laird","65.0","65.0","62.36452","","","","11.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2639","113","SG-FC74RPI3EE3D","4838","2","yagi-6","135.0","135.0","136.02336","","","","","","","","","","","","","","terminated","Funcube Pro Plus","150.10"
"2639","113","SG-FC74RPI3EE3D","5257","2","yagi-6","135.0","135.0","136.08794","","","","","","","","","","","","","","terminated","Funcube Pro Plus","150.10"
"2640","214","SG-EDDARPI38599","4839","1","yagi-5","","","","","","","","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2640","214","SG-EDDARPI38599","4839","2","yagi-5","","","","","","","","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2640","214","SG-EDDARPI38599","4839","3","yagi-5","","","","","","","","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2640","214","SG-EDDARPI38599","4910","1","yagi-5","275.0","275.0","277.84598","","","","3.2","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2640","214","SG-EDDARPI38599","4910","2","yagi-5","210.0","210.0","212.84596","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2640","214","SG-EDDARPI38599","4910","3","yagi-5","150.0","150.0","152.84596","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2641","177","SG-BFBFRPI35A34","4840","1","yagi-8","45.0","45.0","46.685173","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2641","177","SG-BFBFRPI35A34","4840","2","yagi-8","185.0","185.0","186.68518","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2641","177","SG-BFBFRPI35A34","4840","3","yagi-8","110.0","110.0","111.68517","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2641","177","SG-BFBFRPI35A34","4840","4","yagi-8","290.0","290.0","291.68518","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","4841","1","yagi-8","165.0","165.0","166.69543","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","4841","2","yagi-8","80.0","80.0","81.69543","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","4841","3","yagi-8","0.0","0.0","1.6954294","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","4841","4","yagi-8","240.0","240.0","241.69543","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","5393","1","yagi-8","165.0","165.0","166.70247","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","5393","2","yagi-8","80.0","80.0","81.70248","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","5393","3","yagi-8","0.0","0.0","1.7024735","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2642","177","SG-E9FBRPI3BA36","5393","4","yagi-8","240.0","240.0","241.70247","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2643","177","SG-35EBRPI31288","4842","1","yagi-8","100.0","100.0","101.7099","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2643","177","SG-35EBRPI31288","4842","2","yagi-8","255.0","255.0","256.7099","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2643","177","SG-35EBRPI31288","4842","3","yagi-8","135.0","135.0","136.7099","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2643","177","SG-35EBRPI31288","4842","4","yagi-8","350.0","350.0","351.7099","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2649","48","SG-E37ARPI39041","4846","1","yagi-9-laird","90.0","90.0","77.7623","","","","12.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2649","48","SG-E37ARPI39041","4846","2","yagi-9-laird","160.0","160.0","147.7623","","","","11.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2649","48","SG-E37ARPI39041","4846","3","yagi-9-laird","53.0","53.0","40.7623","","","","11.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2649","48","SG-E37ARPI39041","4846","4","yagi-9-laird","202.0","202.0","189.7623","","","","10.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","4849","0","omni-whip","","","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","5706","1","yagi-9-laird","276.0","276.0","259.4706","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","5706","2","yagi-9-laird","14.0","14.0","357.4706","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","5706","3","yagi-9-laird","75.0","75.0","58.470604","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","7418","1","yagi-9-laird","236.0","236.0","219.5835","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","7418","2","yagi-9-laird","334.0","334.0","317.5835","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","7418","3","yagi-9-laird","32.0","32.0","15.583489","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","7418","4","omni-mast","","","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","8145","1","yagi-9-laird","219.0","219.0","202.68596","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","8145","2","yagi-9-laird","318.0","318.0","301.68597","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","8145","3","yagi-9-laird","18.0","18.0","1.6859647","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2653","3","SG-1215BBBK1743","8145","4","omni-mast","","","","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","4850","1","yagi-9-laird","185.0","185.0","176.97194","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","4850","2","yagi-9-laird","275.0","275.0","266.97195","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","4850","3","yagi-9-laird","90.0","90.0","81.97195","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","5835","2","yagi-9-laird","280.0","280.0","271.63367","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","5835","3","yagi-9-laird","120.0","120.0","111.63367","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","7226","1","yagi-9-laird","10.0","10.0","1.60845","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","7226","2","yagi-9-laird","270.0","270.0","261.60846","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","7226","3","yagi-9-laird","110.0","110.0","101.60845","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","7689","1","yagi-9-laird","320.0","320.0","310.4353","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2659","1","SG-1614BBBK1612","7689","2","yagi-9-laird","180.0","180.0","170.43532","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2660","1","SG-4001BBBK2170","4851","1","yagi-9-maple","260.0","260.0","249.15332","","","","13.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2660","1","SG-4001BBBK2170","4851","2","yagi-9-maple","122.0","122.0","111.15331","","","","12.5","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2660","1","SG-4001BBBK2170","4851","3","yagi-9-maple","175.0","175.0","164.15332","","","","12.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2661","48","SG-18B8RPI3A01C","4852","1","yagi-6","270.0","270.0","254.31926","","","","11.9","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2661","48","SG-18B8RPI3A01C","4852","2","yagi-9-laird","180.0","180.0","164.31926","","","","11.4","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2661","48","SG-18B8RPI3A01C","4852","3","yagi-9-laird","150.0","150.0","134.31926","","","","11.0","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2661","48","SG-18B8RPI3A01C","4852","4","yagi-9-laird","32.0","32.0","16.319256","","","","10.5","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2662","1","SG-2516BBBK24A0","4853","1","yagi-9-maple","90.0","90.0","79.4628","","","","13.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2662","1","SG-2516BBBK24A0","4853","2","yagi-9-maple","355.0","355.0","344.4628","","","","12.5","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2662","1","SG-2516BBBK24A0","4853","3","yagi-9-maple","155.0","155.0","144.4628","","","","12.0","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2665","214","SG-AED4RPI38099","4855","1","none","","","","","","","","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2665","214","SG-AED4RPI38099","4855","2","none","","","","","","","","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2665","214","SG-AED4RPI38099","4855","3","none","","","","","","","","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2665","214","SG-AED4RPI38099","4909","1","yagi-5","240.0","240.0","242.84302","","","","5.0","","","","","","","","","","active","RTL-SDR v3","151.50"
"2665","214","SG-AED4RPI38099","4909","2","yagi-5","180.0","180.0","182.84302","","","","5.0","","","","","","","","","","active","RTL-SDR v3","151.50"
"2665","214","SG-AED4RPI38099","4909","3","yagi-5","118.0","118.0","120.84301","","","","5.0","","","","","","","","","","active","RTL-SDR v3","151.50"
"2666","216","SG-1634RPI38648","4856","4","custom","","","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","150.10"
"2666","216","SG-1634RPI38648","6004","1","yagi-4","36.81578","36.81578","40.0","","","","12.0","","12.0","RG-8","","","","0.0","","","terminated","Funcube Pro Plus","150.10"
"2666","216","SG-1634RPI38648","6004","2","yagi-4","146.81578","146.81578","150.0","","","","12.0","","12.0","RG-8","","","","0.0","","","terminated","Funcube Pro Plus","150.10"
"2666","216","SG-1634RPI38648","6004","3","yagi-4","236.81578","236.81578","240.0","","","","12.0","","12.0","RG-8","","","","0.0","","","terminated","Funcube Pro Plus","150.10"
"2666","216","SG-1634RPI38648","6004","4","yagi-4","321.81577","321.81577","325.0","","","","12.0","","12.0","RG-8","","","","0.0","","","terminated","Funcube Pro Plus","150.10"
"2669","4","SG-3C7FRPI2A84E","4857","1","yagi-9","92.0","92.0","89.736565","","","","10.0","","","","","","","0.0","92.0","0.0","terminated","RTL-SDR v3","166.38"
"2669","4","SG-3C7FRPI2A84E","4857","3","yagi-9","272.0","272.0","269.73657","","","","10.0","","","","","","","0.0","272.0","0.0","terminated","RTL-SDR v3","166.38"
"2670","31","Lotek-D000542","4858","1","yagi-9-laird","0.0","0.0","","","","","28.0","","","","","","","0.0","","","active","","166.38"
"2670","31","Lotek-D000542","4858","2","yagi-9-laird","180.0","180.0","","","","","27.7","","","","","","","0.0","","","active","","166.38"
"2670","31","Lotek-D000542","4858","3","yagi-9-laird","270.0","270.0","","","","","27.2","","","","","","","0.0","","","active","","166.38"
"2670","31","Lotek-D000542","4858","4","yagi-9-laird","90.0","90.0","","","","","26.7","","","","","","","0.0","","","active","","166.38"
"2672","217","SG-0816BBBK0909","4860","1","yagi-6","19.525362","19.525362","20.0","","","","20.0","","","","","","","","","5.0","active","Funcube Pro Plus","150.10"
"2672","217","SG-0816BBBK0909","4860","2","yagi-6","139.52536","139.52536","140.0","","","","20.0","","","","","","","","","5.0","active","Funcube Pro Plus","150.10"
"2672","217","SG-0816BBBK0909","4860","3","yagi-6","259.52536","259.52536","260.0","","","","20.0","","","","","","","","","5.0","active","Funcube Pro Plus","150.10"
"2672","217","SG-0816BBBK0909","4860","4","yagi-6","99.52536","99.52536","100.0","","","","20.0","","","","","","","","","5.0","active","Funcube Pro Plus","150.10"
"2672","217","SG-0816BBBK0909","4860","5","yagi-6","317.52536","317.52536","318.0","","","","20.0","","","","","","","","","5.0","active","Funcube Pro Plus","150.10"
"2672","217","SG-0816BBBK0909","4860","6","yagi-6","203.52536","203.52536","204.0","","","","20.0","","","","","","","","","5.0","active","Funcube Pro Plus","150.10"
"2673","217","SG-4815BBBK20BC","4861","1","yagi-6","3.3536012","3.3536012","4.0","","","","","","","","","","","","","5.0","terminated","Funcube Pro Plus","150.10"
"2673","217","SG-4815BBBK20BC","4861","2","custom-6","247.3536","247.3536","248.0","","","","","","","","","","","","","5.0","terminated","Funcube Pro Plus","150.10"
"2673","217","SG-4815BBBK20BC","4861","3","custom-6","126.3536","126.3536","127.0","","","","","","","","","","","","","5.0","terminated","Funcube Pro Plus","150.10"
"2673","217","SG-4815BBBK20BC","4861","4","yagi-6","65.3536","65.3536","66.0","","","","","","","","","","","","","5.0","terminated","Funcube Pro Plus","150.10"
"2673","217","SG-4815BBBK20BC","4861","5","yagi-6","187.3536","187.3536","188.0","","","","","","","","","","","","","5.0","terminated","Funcube Pro Plus","150.10"
"2673","217","SG-4815BBBK20BC","4861","6","yagi-6","308.3536","308.3536","309.0","","","","","","","","","","","","","5.0","terminated","Funcube Pro Plus","150.10"
"2675","92","SG-EB8CRPI3E5A5","4865","1","omni-whip","","","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2675","92","SG-EB8CRPI3E5A5","5399","3","omni-whip","","","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2676","92","SG-80A1RPI3E5A5","4866","1","omni-whip","","","","","","","","","","","","","","","","","terminated","Funcube Pro Plus","166.38"
"2681","201","SG-707FRPI3AF84","4869","1","j-pole","0.0","0.0","2.3201523","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2681","201","SG-707FRPI3AF84","4869","2","custom-9","135.0","135.0","137.32014","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2681","201","SG-707FRPI3AF84","4869","4","custom-9","225.0","225.0","227.32014","","","","","","","","","","","","","","active","Funcube Pro Plus","166.38"
"2682","123","SG-3615BBBK03B3","4871","1","yagi-6","86.0","86.0","88.09664","","","","","","","","","","","","","","active","Funcube Pro Plus","150.10"
"2682","123","SG-3615BBBK03B3","4871","2","yagi-6","23.0","23.0","25.096642","","","","","","","","","","","","","","active","Funcube Pro Plus","150.10"
"2682","123","SG-3615BBBK03B3","4871","3","yagi-6","320.0","320.0","322.09665","","","","","","","","","","","","","","active","Funcube Pro Plus","150.10"
"2682","123","SG-3615BBBK03B3","4871","4","yagi-6","270.0","270.0","272.09665","","","","","","","","","","","","","","active","Funcube Pro Plus","150.10"
"2683","10","SG-1614BBBK1591","4872","1","j-pole","0.0","0.0","342.65836","","","","4.0","","","","","","","90.0","","","active","Funcube Pro Plus","166.38"
"2684","236","SG-8041RPI32EA7","4875","1","yagi-8","40.0","40.0","41.068108","","","","2.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2684","236","SG-8041RPI32EA7","4875","2","yagi-8","130.0","130.0","131.06812","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2684","236","SG-8041RPI32EA7","4875","3","yagi-8","305.0","305.0","306.0681","","","","4.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2684","236","SG-8041RPI32EA7","6093","1","omni-whip","","","","","","","3.0","","","","","","","","","","active","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","4876","1","yagi-8","148.0","148.0","149.07996","","","","2.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","4876","2","yagi-8","240.0","240.0","241.07996","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","5639","1","omni-whip","","","","","","","6.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","5639","2","yagi-8","153.0","153.0","154.07224","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","5639","3","yagi-8","240.0","240.0","241.07224","","","","4.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","5697","1","yagi-8","153.0","153.0","154.07167","","","","6.0","","","","","","","","","","active","RTL-SDR v3","151.50"
"2685","236","SG-2023RPI39E15","5697","2","yagi-8","240.0","240.0","241.07167","","","","4.5","","","","","","","","","","active","RTL-SDR v3","151.50"
"2686","236","SG-DC2BRPI3E5CE","4877","1","yagi-8","120.0","120.0","121.11174","","","","2.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2686","236","SG-DC2BRPI3E5CE","4877","2","yagi-8","197.0","197.0","198.11174","","","","3.0","","","","","","","","","","terminated","RTL-SDR v3","151.50"
"2686","236","SG-DC2BRPI3E5CE","4877","3","yagi-8","300.0","300.0","301.11172","","","","2.5","","","","","","","","","","terminated","RTL-SDR v3","151.50"
